heartbeat,temperature,spo2,heat_illness_risk
77,36.1,96.4,0
65,36.8,96.7,4.1
64,36.1,98.7,0
63,36.2,97.2,0
86,37,97,13.8
80,36.9,99,6
76,36.7,98,2.8
74,36.4,99.5,0
77,36.9,97.3,8.5
73,37,90.4,23.1
82,36.4,95.4,3.8
72,36.3,99.5,0
70,36.2,99.3,0
66,36.9,97.8,4.2
70,36.6,95.3,4.4
76,36.6,98.6,0
77,36.9,98.6,5.9
77,36.6,99.9,0
73,37.1,99,7.9
69,36.5,94.1,4.5
71,36.4,95.3,0.7
71,36.5,95.3,2.7
75,36.8,96.1,8.3
71,36.4,97.2,0
78,36.4,95.6,2.2
79,36.7,98.9,1.9
69,36.2,97.4,0
62,36.5,97.4,0
61,36.6,95.4,1.5
76,36.5,94.3,6.2
76,36.4,98.2,0
66,36.9,95.6,8.6
65,36.8,97.1,3.3
63,36.6,95.4,2.1
72,36.7,98.1,1.4
63,36.9,97.8,3.3
72,37,96.2,11.2
63,36.8,99.5,0
65,36.3,97.9,0
61,36.9,99.6,0
65,35.8,96.4,0
64,36,98.8,0
69,36.3,95.1,0
64,36.9,99.7,0
69,37,96.2,10.3
82,36.2,96.4,0
77,36.5,96,3.1
69,36.8,97.7,3.3
65,36.5,96.7,0
70,37,95.2,12.6
65,36.3,96.7,0
66,36.4,88.1,13.6
59,36.8,94.3,7.1
58,36.9,97.3,2.8
59,36.8,99.1,0
58,36.4,95.5,0
62,36.6,97.6,0
58,35.9,97.4,0
62,36.7,92.4,9.8
58,36.3,98.8,0
57,36.8,91.7,11.7
57,36,95.8,0
56,36.9,99.8,0
55,36.7,95.4,1.7
56,36.5,98.3,0
55,36.6,98.6,0
56,36.4,95.3,0
55,36.1,92.7,0
56,35.9,95,0
57,36,95.5,0
56,36.6,95.9,0
58,36.9,99.6,0
57,36.6,99.5,0
56,36.6,99.4,0
56,36.2,99.2,0
56,36.4,99.2,0
57,36.2,99.3,0
55,36.5,96.9,0
58,36.6,99.4,0
57,36.5,96.9,0
56,38.9,95.1,46.6
55,36.5,95.2,0
55,37,98.5,1.5
62,36.9,97.4,3.8
60,36.8,99.4,0
62,36.5,97.5,0
58,37.1,95.4,10.6
59,36.2,95.4,0
57,36.8,95.5,4.1
57,36.8,96.6,1.9
61,36.1,96.5,0
60,35.8,95.3,0
56,35.9,97.5,0
57,36.9,99.2,0
58,36.8,99,0
59,36.3,95.2,0
57,36.3,96.3,0
67,37,97.4,7.3
63,36.6,95.6,1.7
59,36,96.1,0
59,36,97.3,0
62,36.7,98.9,0
65,36.8,96.1,5.3
75,36.1,99.3,0
66,36.7,95.5,4.8
67,36.4,95.4,0
63,36.1,99.4,0
63,36.8,93.9,9.1
61,36.4,97.3,0
64,36.1,95.5,0
62,36.1,96.8,0
64,36.2,98,0
60,34.8,98.3,0
85,36.7,95,11.5
71,36.5,95.9,1.5
65,36.1,95.2,0
62,36.2,99.6,0
64,36,97,0
60,36.2,95.7,0
63,36.7,98.2,0
63,36.2,99,0
65,36.6,95.4,2.7
64,36,96.1,0
62,35.6,97.8,0
63,36.2,98.8,0
63,36.5,95.5,0
64,36.8,97,3.2
63,36.4,95.8,0
62,36.4,95,0
63,36.4,96.5,0
66,36.5,95.4,1
59,35.9,95.4,0
65,36.5,98.1,0
63,36.5,98.1,0
68,36.7,96,4.4
66,36.6,97.1,0
70,36.8,97.5,4
65,36.6,99,0
67,36.4,99.8,0
63,37,97.7,5.5
66,36.7,98,0
64,36.3,99.6,0
66,36.9,95.2,9.4
62,36.4,98.8,0
67,36.2,98.1,0
63,36.7,97.6,0
64,36.2,95.6,0
68,36.5,96.7,0
63,36,96.6,0
61,37,98,4.3
63,36.5,99.1,0
67,36.7,98.5,0
64,36.2,98.7,0
59,36,95,0
65,36.5,99.7,0
64,36.5,95.7,0
63,36.5,99,0
64,36.8,95.3,6.6
62,35.8,99.6,0
61,36.2,98.8,0
63,37,95.7,9.5
64,36.6,96.1,1
62,36.4,97.5,0
66,37.1,95.5,12.8
62,36.6,96.3,3.42E-14
64,36.2,96.9,0
72,36.4,97.1,0
71,36.8,97.1,5.1
65,36.5,99,0
70,36.6,93,9
62,36.4,98,0
60,36.4,95.6,0
64,36.6,97.8,0
60,36.6,99,0
57,36.8,99.8,0
61,36.6,95.5,1.3
60,37.1,94.6,12.8
60,36.6,97.1,0
59,36.3,99.2,0
57,36.4,95.9,0
60,36.4,96,0
61,36.8,96.7,2.9
60,36.4,95.2,0
56,36.5,97.6,0
72,36.2,98.9,0
65,36.7,97.8,0
60,36.3,97.3,0
61,36.7,99.4,0
64,36.3,95.3,0
62,36,96.4,0
63,36.4,98.5,0
64,36.3,94.3,0
67,36.7,98.7,0
63,36.3,95.6,0
63,36.8,95.4,6.1
64,36.5,96.9,0
63,36.4,99.5,0
66,37.3,96.4,15
65,36.7,99.8,0
67,36.7,98.3,0
65,36.2,96.5,0
65,37,99.4,2.7
65,36.4,99.5,0
68,36.2,97.9,0
67,36.1,99.3,0
66,36.1,99.2,0
67,36.2,92.6,0.9
66,38.9,96.8,46.2
67,36.8,100,0
63,36.6,96,0.9
63,36.4,98.2,0
64,35.9,98.5,0
66,36.1,98.4,0
67,36.4,95.1,0
65,36.1,98.3,0
66,36.1,98.3,0
65,36.4,95.4,0
65,36.4,97.5,0
67,37,99.4,3.3
66,36.8,97.5,2.8
64,36.4,98.8,0
76,35.9,95.6,0
70,36.3,98.1,0
67,36.3,99.4,0
68,36.6,99.3,0
78,36.4,97.9,0
68,36.6,98.3,0
67,36.3,98.1,0
69,36.2,95.3,0
74,35.8,93.1,0
68,36.8,98.6,1.2
64,36.3,96.1,0
67,36.6,95.7,2.7
66,36.1,97.5,0
67,36,97.8,0
68,36.1,97.9,0
68,37.1,96.3,11.8
68,36,99.1,0
66,37,91.3,19.2
66,36.3,99.3,0
65,36.8,95.5,6.5
67,36.3,99.8,0
68,37.1,91.8,20.8
66,36.5,97.5,0
67,36.8,97,4.1
68,36.5,96.3,0
67,36.6,97.6,0
67,36.4,95.6,0
66,36.5,95.1,1.6
67,36.2,95.4,0
64,36.1,97.5,0
66,36.6,99.3,0
65,36.2,96.2,0
64,36.2,99.6,0
66,36.7,95.3,5.2
67,36.4,96.7,0
69,36.4,97.7,0
65,36.5,98.5,0
66,36.8,97.4,3
64,36.5,98.6,0
66,36.5,97.6,0
70,36.1,95.8,0
66,38.5,98.7,34.4
70,35.9,90.6,0
76,36.3,98.1,0
72,36.4,98.6,0
73,36.3,97.6,0
77,36.4,95.6,1.9
78,36.3,97,0
78,36.9,96.1,11.2
75,36.7,97.4,3.7
71,36.7,97.1,3.1
76,37,97.4,10
72,36.7,95.1,7.4
75,36.5,98.3,0
68,36.4,97,0
70,35.8,98.5,0
71,37,97.9,7.5
69,36.7,98.3,0.1
68,36.2,95.5,0
66,36.4,98.8,0
67,36.7,98,0.1
65,36.8,98,1.5
63,37,97.5,5.9
64,36.4,98.7,0
65,36.4,95.5,0
68,36.2,98.9,0
69,36,99.5,0
68,36.4,98.6,0
67,36.5,95.2,1.7
66,36.4,95.7,0
59,36.5,97.7,0
63,36.8,96.3,4.3
67,36.2,97.9,0
67,36.7,95.1,5.9
68,36.7,99.5,0
68,36.6,99.7,0
67,36.7,94.2,7.7
62,36.2,97.1,0
66,36.6,98,0
67,36.5,99.8,0
76,36.6,96.1,4.6
83,36.2,96.1,0
81,36.6,98.9,0.5
80,36.7,94.5,11
78,36.5,95.9,3.6
73,36.4,97.1,0
72,36.7,97.9,1.8
69,36.6,98.8,0
65,36.4,97.2,0
66,36.5,95.1,1.6
62,36.2,98.7,0
64,36.2,98.7,0
59,35.8,96,0
59,36.7,91.4,10.9
68,36.1,98.1,0
63,36.7,95.5,3.9
59,36.6,99.8,0
60,36.7,98.9,0
56,36.9,90.5,15.8
58,36,98.4,0
60,36.2,95.5,0
59,36.3,99.9,0
59,36.5,95.2,0
59,36.5,95.2,0
59,36.2,99.9,0
60,38.4,99.3,29.4
57,36.4,96.7,0
58,36.6,96.3,0
57,36,92.4,0
59,36.2,98.7,0
60,36.5,98.4,0
59,36.9,94.8,8.1
61,37.1,97.3,7.7
61,36.9,97.3,3.7
59,36.7,91.4,10.9
59,36.3,97.1,0
59,37.1,98.9,3.9
59,36.4,96.2,0
57,37.1,99.4,2.3
60,36.7,96.6,0.8
59,36.2,99.5,0
58,36.6,96.2,0
58,38.1,95.1,31.2
59,36.3,98.1,0
59,36.9,97.2,3.3
56,36.7,96.1,0.6
58,36.9,98.7,0
56,36.9,98.1,0.6
59,36.5,99.7,0
58,36.2,97.1,0
57,36.3,97.8,0
58,36.6,97.8,0
60,36.7,95.3,3.4
62,36.6,96.5,0
60,36.7,95.9,2.2
58,35.7,95.3,0
59,36.1,99.7,0
57,38.2,95.1,32.9
62,36.6,96.3,3.42E-14
64,36.4,95.3,0
69,37.1,97.3,10.1
65,36.4,97.6,0
59,37.1,95.5,10.7
58,36.7,96.4,0.6
60,36,98.8,0
59,36.8,96.7,2.3
72,38,96.1,31.4
59,36.8,96.6,2.5
57,36.5,96.2,0
75,37,97.1,10.3
66,36.9,96.7,6.4
58,36.4,96,0
79,36.8,99.3,3.1
80,36,95.1,0
71,36.3,96.5,0
71,36.5,97.1,0
70,36.1,99.9,0
71,36,96.9,0
69,36.8,99.8,0
71,36.6,99.5,0
82,36.5,98.2,0.2
73,36,97.1,0
83,36.3,97.5,0
79,36.6,96.5,4.7
78,36.1,99.6,0
84,36.4,96,3.2
57,36.8,97.2,0.7
73,36,90.3,3.3
77,36.6,98.6,0
78,36.6,96.5,4.4
78,36.5,97.6,0.2
73,36.2,97.7,0
76,36,96.8,0
77,36.5,99.9,0
76,36.4,96.9,0
78,36.6,99.7,0
72,36.2,95.8,0
88,36.2,92.6,7.2
79,36.7,98.3,3.1
77,36.5,97,1.1
73,36.7,96.5,4.9
77,36.3,97.9,0
79,36.7,93.9,11.9
75,36.6,99.4,0
78,35.5,100,0
79,36.4,100,0
79,36.7,95.4,8.9
72,36.2,98.1,0
68,36.7,98.9,0
70,36.9,95.6,9.8
70,36.6,95.9,3.2
66,36.4,100,0
79,36.6,98.1,1.5
84,36.6,95.4,8.4
91,36.3,97.3,0.7
82,36.2,95,0.6
79,37,99.9,5.9
83,36.4,97.8,0
76,37.1,96.1,14.6
92,36.4,96.7,4.2
84,36.2,98.8,0
80,36.9,98.9,6.2
98,36.6,98.5,6.4
88,36.3,95.9,2.6
77,36.3,98.6,0
78,36.6,96.2,5
93,36.7,98.5,6.9
107,37,98.6,16.9
88,36.2,85.7,21
103,37,98.7,15.5
108,36.5,95.1,14.2
102,37.2,95.6,25.4
103,36.2,99.6,0
99,37.1,98.5,16.7
95,35.8,96.6,0
89,37,96.9,14.9
93,36.6,97.2,7.5
96,36.3,99.8,0
102,36.4,95.4,9.8
61,36.7,95.4,3.5
76,36.1,91.3,4.2
80,36,99.6,0
81,36.6,99.5,0
94,36.6,99.5,3.2
79,36.2,98.5,0
89,36.3,95.7,3.3
59,36.4,97.5,0
85,36.6,96,7.5
72,36.9,99,3.6
71,36.7,96.5,4.3
76,36.5,99.5,0
78,36.4,99.8,0
76,36.3,97.1,0
72,36.3,97.9,0
71,36.7,98.7,0
76,36.7,97.5,3.8
72,36.2,98.8,0
71,36.3,96.1,0
75,36.4,98.1,0
79,36.2,99.2,0
78,36.6,95.1,7.2
77,36.3,98.9,0
80,36.8,95.3,11.4
107,36.3,99.4,1.3
100,36.3,96.7,4.6
90,36.3,98.1,0
75,36.3,97.2,0
77,36.3,98.9,0
84,36.9,99.1,7
85,36.8,95.1,13.3
78,37.1,97.1,13.2
76,36.5,95.4,4
77,36.9,99.1,4.9
80,35.8,96.2,0
90,36.3,95.6,3.8
76,36.7,96.9,5
90,38,96.7,35.6
87,36.3,98.3,0
97,36.9,95.5,18.1
96,36.3,97.8,1.2
89,36,95.3,0
80,36.4,92.8,8.4
84,36.8,98,7.2
80,36.4,95.3,3.4
57,36.9,91.8,13.5
73,35.9,96.4,0
83,36.7,98,4.9
91,36.6,97.6,6.1
87,36.2,99.9,0
86,36.3,97.4,0
82,36.7,96.1,8.4
85,36.8,95,13.5
97,36.3,98.9,0
84,36,98.1,0
97,36.4,96,7.1
95,36.7,94.7,15.1
106,36.8,95.7,18.4
91,36.6,97,7.3
87,36.7,97,8.1
86,36.3,98.4,0
92,36.6,95.7,10.2
87,36.8,98.1,7.9
85,36.4,98.7,0
78,36.3,97.8,0
85,35.8,99,0
86,36.8,96,11.8
96,36.5,97.4,6
98,37.1,97.9,17.6
81,38.4,99.9,34.5
78,36.2,96.8,0
83,36,97.5,0
87,35.9,96.3,0
83,36.6,96.2,6.5
85,36,95.1,0
92,36.8,97.4,10.8
87,36.2,96.6,0
92,36.8,99.6,6.4
93,36.4,97.1,3.7
87,36.7,98.9,4.3
91,36.8,96.6,12.1
93,36.5,95.7,8.5
80,37,98.1,9.8
77,36.5,98.2,0
76,36.7,96.7,5.4
76,36.5,95.1,4.6
72,35.4,99.1,0
75,36.4,96,0.5
76,36,99.2,0
78,36.3,95.3,0.8
76,36,94.7,0
90,36.5,98.6,1.8
89,36.7,99.5,3.7
93,36.9,99.3,9.3
92,36.4,90,17.6
82,36.7,97.6,5.4
92,36.3,97.2,1.2
93,36.2,95.4,3.1
88,36.5,96,6.4
81,36.7,95.1,10.1
81,36.6,97.4,3.5
78,36.2,99,0
77,36.9,99.8,3.5
73,36.7,97.2,3.5
88,37.1,95.8,18.8
82,36.3,99.4,0
85,36.9,95.7,14.1
70,36.2,96.1,0
88,36.4,98.9,0
90,36.2,95,3
87,36.4,95.4,5.3
83,36.4,99.6,0
85,37.1,95.6,18.3
86,37.2,97.5,16.8
86,36.2,91,9.8
92,36.8,100,5.6
93,36.3,100,0
84,36,98.7,0
82,36.2,96.7,0
85,36.8,98.2,7.1
86,36.7,96.2,9.4
82,36,96,0
85,37.3,90.4,32.7
86,36.3,96.7,0.4
86,36.6,96.5,6.8
96,36.6,96.3,10.2
81,36.6,99.4,0
91,37,96.1,17.1
86,37,97.3,13.2
90,36.3,96.4,2.2
83,36.6,98.9,1.1
80,36.3,98.2,0
79,36.3,95.4,0.9
84,36.7,96.3,8.6
80,36.5,95.3,5.4
68,36.6,96.2,2
78,36.7,99.9,0
76,35.7,94.4,0
89,36.5,97.8,3.1
93,36.6,98.5,4.9
87,36.5,99.6,0
78,36.6,96.4,4.6
91,36.3,98.9,0
80,36.4,98.8,0
76,36.8,95.7,9.4
75,36.5,99.9,0
75,36.4,97.3,0
79,36.2,95.6,0
61,36.3,95.2,0
80,36.5,95.5,5
84,36.7,95.8,9.6
78,36,95.8,0
84,36.3,98.1,0
85,36.3,95.2,3.1
92,36.9,98.5,10.6
93,36.6,96,9.9
77,36.4,98.8,0
84,36.8,99,5.2
85,36.8,96.6,10.3
101,37,99.8,12.7
90,36.3,95.1,4.8
80,36.2,98,0
78,36.3,95.4,0.6
84,36,90.5,6.2
82,36,98.7,0
91,36.2,95.7,1.9
95,36.4,95.6,7.3
83,36.7,98.7,3.5
91,36,97.5,0
79,36.4,90.6,12.5
91,36.3,97.4,0.5
82,36.1,98.5,0
81,36.6,95.5,7.3
81,36.7,98.1,4.1
91,36.3,99.9,0
93,36.8,96.2,13.5
84,36.4,97.3,0.6
91,36.3,98.6,0
101,36.4,96.6,7.1
100,37,97.8,16.4
102,36.6,98.4,7.8
100,37.1,98.3,17.4
95,36.7,96.6,11.3
94,37.3,91.7,32.8
94,36.2,97.1,6.75E-14
88,36.8,95.5,13.4
98,36.1,95.7,2
94,36.3,95.1,6
87,36.3,99.7,0
92,36.7,96,11.6
77,36.2,99.4,0
87,36.6,97.3,5.5
70,35.9,99.9,0
78,36.8,99.4,2.6
90,36.4,96.9,3.2
98,36.5,96.1,9.2
96,37,99.2,12.4
95,36.6,98,6.5
93,36.4,96.1,5.7
91,37,99.1,11.1
94,36.7,99.1,6
94,36.6,98,6.2
94,36.7,95.8,12.6
88,36.6,97.2,6
92,35.8,95.4,0
94,36.3,98.9,0
84,36.3,96.8,0
91,36.8,97,11.3
94,35.5,96.9,0
88,36.8,99.4,5.6
98,36.7,99.6,6.2
105,36.3,96,7.5
111,38.3,96.7,47.9
104,37,98.2,16.8
97,36.1,98.6,0
89,36.5,96,6.7
93,36.3,92.7,10.5
84,36.5,99.5,0
91,36.2,97.6,0
79,36.3,96.3,0
73,36.4,95.1,1.7
66,36.3,99.5,0
87,36.5,97.3,3.5
97,36.6,99.4,4.3
78,34.9,96.5,0
80,36.4,97.2,0
90,36.9,95.7,15.6
92,36.2,95.7,2.2
94,36.2,98.6,0
60,36.5,96.3,0
63,36.5,97.8,0
76,36,95.5,0
66,36.6,91.5,10.8
87,34,98.9,0
92,36.5,95.4,8.8
99,36.5,98.5,4.7
96,36.4,99.5,0
95,36,99.4,0
95,36.2,96.3,1.9
90,36.3,98.1,0
87,36.8,98.9,6.3
92,36.8,99.4,6.8
80,36.3,95.8,0.4
84,36.2,99.2,0
91,36.6,98.5,4.3
94,36.5,99.2,1.8
87,36.8,97.2,9.7
98,35.9,96.3,0
97,36.3,95.1,6.9
89,36.3,95.7,3.3
85,36.9,95.5,14.5
91,36.7,86.2,30.9
82,36.4,97.2,0.2
80,36,98.5,0
84,36.2,97.6,0
80,36.7,98,4
85,36.2,97.4,0
80,36.7,95.5,9
87,36.5,96.9,4.3
92,36.6,97.7,6.2
87,36.9,99.9,6.3
92,36.5,99,1.6
94,36.6,99.8,2.6
77,36.6,95.8,5.5
90,36.8,95.3,14.4
79,36.7,96.4,6.9
78,36.8,90.8,19.8
84,36.5,97.9,1.4
85,36.8,98.9,5.7
92,36.3,96.2,3.2
88,36.3,99.6,0
81,36.6,98.2,1.9
77,36.1,98.9,0
84,36.9,95.3,14.6
91,36.7,98.3,6.7
95,36.4,96.4,5.7
94,36.6,95.2,11.8
88,38.4,97.7,41
87,36.6,96.1,7.9
93,36.3,97.6,0.7
94,36.2,97.3,0
101,36.4,98.9,2.5
85,35.9,95.5,0
92,36.7,97,9.6
82,37,90.6,25.4
79,36.5,97.5,0.7
83,36.8,97.8,7.3
77,36.5,97.8,0
83,36.6,97.5,3.9
84,35.7,95.3,0
86,36,99.7,0
91,36.1,96.6,0
87,36.4,100,0
85,36.3,99.2,0
84,36.3,95.8,1.6
86,37,100,7.8
86,36.6,99.6,0.6
92,36.2,98.2,0
88,36.1,94.3,1.8
93,36.3,97.1,1.7
88,36.3,98.3,0
86,36.4,96,3.8
86,36.2,95.6,0.6
82,34.9,95.2,0
91,36.2,96.6,0.1
80,36.4,97.2,0
77,36.1,98,0
84,36.5,99,0
91,36.5,97.9,3.5
87,37,96.8,14.5
86,36.4,96.3,3.2
85,35.9,95.1,0
87,36.7,98.8,4.5
85,36.9,98.8,7.9
87,36.7,98.9,4.3
85,36.7,96.8,7.9
78,37,98.4,8.6
80,36.5,96.6,2.8
83,36.3,97.5,0
85,36.3,96.2,1.1
86,36.9,96.7,12.4
86,36.9,99.9,6
86,36.2,97.9,0
92,36.2,97,0
88,36.5,97.2,4
86,34.5,96.2,0
86,36.6,89.8,20.2
79,36.7,92.9,13.9
61,36.4,95.3,0
85,37,96.9,13.7
85,36.4,92.5,10.5
81,36.3,94.5,3.3
85,36.8,96.7,10.1
82,36.4,95.5,3.6
69,36.5,95.1,2.5
76,36.6,96.1,4.6
83,36.6,90.9,17.1
81,35.9,96.7,0
83,36.7,97.1,6.7
85,36.7,97.6,6.3
92,36.5,96.6,6.4
88,36.7,96.2,10
86,36.5,97.3,3.2
85,36.4,96.3,2.9
86,36.5,99,0
73,36.4,99.1,0
83,37,97.4,12.1
85,36.5,95.1,7.3
85,36.4,98.8,0
92,36.4,96,5.6
82,36.4,99.1,0
79,35.8,98.9,0
90,36.5,96.2,6.6
82,36.6,95.6,7.4
92,36.4,96.5,4.6
82,36.5,99,0
73,36.6,97.1,1.7
77,36.6,98.4,0.3
83,36.7,96.4,8.1
101,36.5,95.2,11.9
87,36.1,95.2,0
78,36.5,95.4,4.6
91,36.5,95.4,8.5
82,36.5,98.2,0.2
80,37,99.2,7.6
90,36.8,96.4,12.2
81,36.1,96.6,0
80,36.6,95.9,6.2
78,36.8,97.5,6.4
80,36.3,96.5,0
85,36.6,90.4,18.7
86,36.6,96.9,6
82,36.3,96.7,0
79,37,95.4,14.9
78,36.4,99.4,0
73,36.9,96.9,8.1
77,36.5,95,5.1
78,36.5,98.9,0
86,35.9,95.2,0
87,36.7,96.9,8.3
86,36.7,98.6,4.6
80,36.8,92.7,16.6
84,36.8,99.5,4.2
82,36.6,96.8,5
78,36.8,96.8,7.8
79,36.3,98.4,0
73,36.9,98.8,4.3
77,36.8,99.6,1.9
78,36.9,96.4,10.6
79,36.4,95.8,2.1
77,36.9,99.5,4.1
73,37,95.1,13.7
88,36.3,99.1,0
83,37.2,98.8,13.3
85,36.5,97.7,2.1
80,36.2,95.1,0
78,36.9,98.9,5.6
84,36.7,96.8,7.6
81,36.8,96,10.3
99,36.5,95,11.7
101,36.5,96.4,9.5
67,36.2,95.7,0
75,36.1,96.9,0
75,36.9,95.2,12.1
66,36.5,97.6,0
75,36.6,95.6,5.3
73,36.5,90.4,13.1
79,36.4,97.1,0
80,36.4,96.7,0.6
73,36.4,97.4,0
75,36.9,97.8,6.9
78,36.8,98.2,5
84,36.6,98.5,2.2
74,36.6,95.7,4.8
89,35.9,97.2,0
81,38.1,96.7,34.9
79,36.4,99.9,0
84,36.8,95.5,12.2
86,37,97,13.8
76,36.6,97.8,1.2
72,36.2,95.4,0
82,36.3,91.4,9.8
77,36.2,98.6,0
84,34.6,99.4,0
80,36.6,96.8,4.4
80,36.9,97.8,8.4
79,36.7,99.8,0.1
61,36.6,99.2,0
74,36.6,99.9,0
83,36.7,92.4,16.1
79,36,98.2,0
78,37.1,97,13.4
73,36.1,95.7,0
78,37.1,96.1,15.2
80,36.5,99.7,0
83,36.3,98.9,0
85,36.4,95.6,4.3
93,36.6,95.3,11.3
103,36.5,98,6.9
90,36.3,95,5
87,36.3,99,0
95,36.4,96.7,5.1
83,35.9,96.6,0
91,36.6,97.7,5.9
81,36.3,99.7,0
81,36.6,96.9,4.5
80,36.6,96.4,5.2
84,36.2,99,0
80,36.5,96.7,2.6
79,36.5,98.7,0
79,36.2,98.1,0
78,36.3,99.4,0
79,37,96.4,12.9
83,36,96,0
85,36.7,97,7.5
92,36,96.7,0
82,36.2,97.7,0
79,36.4,95.5,2.7
79,36.3,99.1,0
92,36.3,96,3.6
93,36.6,98.3,5.3
83,36.2,98.1,0
77,36.8,98.3,4.5
80,36.5,95.6,4.8
81,36.5,97.9,0.5
68,36.6,97.9,0
88,36.3,96.8,0.8
83,36.3,97.8,0
79,36.6,98.5,0.7
83,36.6,97.6,3.7
57,36.5,98.8,0
77,36.5,99.3,0
76,36.1,97.2,0
83,36.2,98.4,0
80,36.6,95.8,6.4
79,36.6,97.4,2.9
78,36,95.1,0
79,36.5,98.7,0
79,37.1,99.6,8.5
78,36.9,95.8,11.8
77,36.5,94.8,5.5
78,36.6,97.5,2.4
90,36.5,96.4,6.2
83,36.7,98.6,3.7
74,36.7,99.1,6.75E-14
78,36.5,95.4,4.6
80,36.4,97.1,0
81,36.7,98.6,3.1
77,36.7,98.2,2.7
76,36.5,96.1,2.6
78,37.1,98.6,10.2
90,36,95,0
93,36.4,99,0
60,36.5,95,0
74,36.9,96.5,9.2
60,35.9,99.3,0
73,36.5,93.4,7.1
82,36.5,92.8,11
85,36.8,95.9,11.7
86,36.5,95.5,6.8
92,36,99,0
85,36.6,97.1,5.3
87,35.9,99.9,0
80,36.1,98.5,0
79,36.4,99.4,0
77,36.3,95.5,0.1
78,36.6,96.1,5.2
78,37.1,95.5,16.4
73,36.6,99.7,0
77,36.4,97,0
79,36.4,97.6,0
78,36.4,98.4,0
73,36.2,98.8,0
76,36.1,95.8,0
72,36.5,96.8,5.33E-15
75,36.3,96,0
72,36.8,98.9,1.8
82,36.1,97.4,0
74,36.6,97,2.2
77,36.3,99.2,0
73,36.1,99.6,0
73,36.2,99.9,0
77,36.6,99.8,0
98,36.4,95.8,7.8
103,36.6,95.2,14.5
102,36.2,96.6,3.4
112,36.8,99.8,12
89,36.1,96.7,0
82,36.3,95.9,0.8
83,34.4,99.4,0
82,36.4,98.1,0
85,36.2,98.8,0
92,36.5,98.5,2.6
94,36.6,96.6,9
77,36.5,97.3,0.5
80,36.8,98,6
87,36.9,98.1,9.9
93,37,99.3,11.3
80,36.7,99,2
84,36.4,97.7,0
82,37,95,16.6
92,36.2,97.6,0
65,36.9,93.5,12.5
87,36.7,98.1,5.9
86,36.5,98.6,0.6
93,36.2,99.6,0
94,36.8,98.4,9.4
84,36.3,97.2,0
87,36.2,99.3,0
86,36.9,96.1,13.6
86,36.8,96.6,10.6
81,36.2,97.3,0
79,36.5,98.4,0
73,36.2,96.4,0
79,36.8,99.5,2.7
77,36.6,99.8,0
83,36.5,97.8,1.3
87,36.3,96.9,0.3
70,36.9,99.8,1.4
80,36.6,98.2,1.6
76,36.4,96.6,0
71,35.9,99.5,0
75,36.4,98,0
89,36.4,99.5,0
79,36.8,99.2,3.3
78,36.6,95.5,6.4
78,36.4,91.2,11
72,36.7,99.2,0
72,37.1,97.3,11
71,36,99.6,0
70,36.7,95.9,5.2
75,36.3,95.9,0
71,36.5,97.5,0
71,36.1,97.5,0
65,36,92.2,0
68,36.7,98.7,0
68,36.3,98.7,0
71,36.8,95.5,8.3
68,36.5,96,0.4
66,36.9,98.8,2.2
67,36.4,96.9,0
68,36.6,93.4,7.6
66,36.3,96.4,0
64,36.1,96.4,0
66,36.6,98.1,0
67,36.7,96.7,2.7
68,36.6,97.1,0.2
65,36.6,99.8,0
66,36,96.8,0
65,36.6,98.9,0
64,36.5,99.9,0
63,36.6,96.1,0.7
63,34.8,99.6,0
64,36.4,96,0
65,35.9,95.6,0
65,36.5,99.1,0
64,36.5,99,0
64,36.3,98.3,0
64,36.8,95.4,6.4
65,36.6,91.8,9.9
63,36,99.3,0
65,36.5,95.5,0.5
63,36.1,96,0
65,36.5,97,0
63,36.7,97.5,0
64,36.2,97.1,0
63,36.5,97.9,0
66,36.2,98.5,0
67,36,95.2,0
86,36.4,95.9,4
76,36.6,97.5,1.8
78,36.5,97.7,0
68,36.3,97.2,0
70,36.6,98.5,0
71,36.7,98,1.3
71,36.7,98.9,0
71,36.6,96,3.3
78,36.4,96.1,1.2
73,36.7,96.5,4.9
79,36.7,86,27.7
77,36.3,95.8,0
79,36.2,96.7,0
73,36,98.4,0
79,36.4,97.2,0
78,36,95.7,0
67,38.2,97.2,31.7
70,36.6,97.6,0
76,36.4,97.7,0
77,36.7,95,9.1
79,36.4,96.3,1.1
80,34.5,98.8,0
76,36.2,99.5,0
61,36.3,98.3,0
76,36.3,97,0
78,36.2,96.5,0
79,36.3,98.8,0
78,36.5,97.3,0.8
80,36.3,97.4,0
80,36.4,96.6,0.8
76,36.5,99.4,0
80,36.5,96.3,3.4
76,36.8,99,2.8
78,36.3,99.8,0
78,36.6,96.4,4.6
72,36.7,98.2,1.2
76,36.8,96.3,8.2
80,36.5,97.6,0.8
78,36.2,92.5,4.4
80,36.7,99.3,1.4
79,36.5,98.7,0
79,36.3,99.8,0
83,36.6,95.5,7.9
82,36.8,98.5,5.6
74,36.6,97.2,1.8
79,36.5,97.9,0
83,36.5,97.8,1.3
79,36.4,97.7,0
78,36.1,90.2,7
80,36.9,90.3,23.4
84,36.8,98.5,6.2
74,36.1,95.2,0
83,36.6,96.8,5.3
73,36.6,90.5,14.9
71,36.5,99.8,0
76,36.6,95.8,5.2
76,36.1,96.7,0
80,36.2,95.4,0
78,36.3,95.4,0.6
56,36.7,95.4,2
